S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1013774	1014273	1	500	NW_015504249.1	3724863_length_500_cvg_37.9_tip_0	100.0		True
CONTIG	3724863_length_500_cvg_37.9_tip_0	500	correct
CONTIG	3724865_length_500_cvg_9.1_tip_1	500	unaligned
CONTIG	3724867_length_500_cvg_5.0_tip_0	500	unaligned
2301295	2301688	84	477	NW_015504249.1	3724869_length_500_cvg_8.0_tip_1	100.0		True
CONTIG	3724869_length_500_cvg_8.0_tip_1	500	correct
CONTIG	3724871_length_500_cvg_3.5_tip_1	500	unaligned
CONTIG	3724873_length_500_cvg_8.0_tip_1	500	unaligned
CONTIG	3724875_length_501_cvg_8.8_tip_1	501	unaligned
CONTIG	3724877_length_501_cvg_4.4_tip_0	501	unaligned
CONTIG	3724879_length_501_cvg_5.2_tip_1	501	unaligned
CONTIG	3724881_length_501_cvg_4.0_tip_1	501	unaligned
CONTIG	3724883_length_501_cvg_7.7_tip_0	501	unaligned
CONTIG	3724885_length_501_cvg_7.0_tip_1	501	unaligned
CONTIG	3724887_length_501_cvg_11.1_tip_0	501	unaligned
CONTIG	3724889_length_501_cvg_6.3_tip_1	501	unaligned
CONTIG	3724891_length_502_cvg_6.0_tip_1	502	unaligned
CONTIG	3724893_length_502_cvg_5.0_tip_0	502	unaligned
CONTIG	3724895_length_503_cvg_3.0_tip_0	503	unaligned
CONTIG	3724897_length_503_cvg_15.8_tip_0	503	unaligned
CONTIG	3724899_length_503_cvg_5.6_tip_1	503	unaligned
CONTIG	3724901_length_504_cvg_8.0_tip_1	504	unaligned
CONTIG	3724903_length_504_cvg_6.6_tip_0	504	unaligned
CONTIG	3724905_length_504_cvg_3.9_tip_1	504	unaligned
CONTIG	3724907_length_504_cvg_3.0_tip_0	504	unaligned
1795868	1796372	1	505	NW_015504249.1	3724909_length_505_cvg_43.4_tip_0	100.0		True
CONTIG	3724909_length_505_cvg_43.4_tip_0	505	correct
2650575	2651080	506	1	NW_015504249.1	3724911_length_506_cvg_45.4_tip_0	99.8		True
CONTIG	3724911_length_506_cvg_45.4_tip_0	506	correct
CONTIG	3724913_length_506_cvg_5.0_tip_1	506	unaligned
CONTIG	3724915_length_506_cvg_5.5_tip_0	506	unaligned
CONTIG	3724917_length_506_cvg_4.2_tip_1	506	unaligned
2729194	2729699	1	506	NW_015504249.1	3724919_length_506_cvg_46.4_tip_0	100.0		True
CONTIG	3724919_length_506_cvg_46.4_tip_0	506	correct
CONTIG	3724921_length_506_cvg_17.5_tip_1	506	unaligned
CONTIG	3724923_length_506_cvg_9.0_tip_0	506	unaligned
CONTIG	3724925_length_506_cvg_8.3_tip_1	506	unaligned
CONTIG	3724927_length_507_cvg_6.4_tip_0	507	unaligned
CONTIG	3724929_length_507_cvg_13.0_tip_0	507	unaligned
CONTIG	3724931_length_507_cvg_4.9_tip_1	507	unaligned
CONTIG	3724933_length_507_cvg_8.9_tip_1	507	unaligned
1004926	1005062	508	372	NW_015504249.1	3724935_length_508_cvg_37.0_tip_0	100.0		True
CONTIG	3724935_length_508_cvg_37.0_tip_0	508	correct
CONTIG	3724937_length_508_cvg_4.2_tip_1	508	unaligned
CONTIG	3724939_length_508_cvg_6.7_tip_0	508	unaligned
CONTIG	3724941_length_508_cvg_8.5_tip_1	508	unaligned
CONTIG	3724943_length_508_cvg_5.9_tip_1	508	unaligned
CONTIG	3724945_length_508_cvg_5.0_tip_0	508	unaligned
CONTIG	3724947_length_509_cvg_13.0_tip_0	509	unaligned
CONTIG	3724949_length_509_cvg_6.7_tip_0	509	unaligned
CONTIG	3724951_length_509_cvg_5.0_tip_1	509	unaligned
CONTIG	3724953_length_509_cvg_5.4_tip_1	509	unaligned
8262	8771	510	1	NW_015504249.1	3724955_length_510_cvg_33.2_tip_0	100.0		True
CONTIG	3724955_length_510_cvg_33.2_tip_0	510	correct
CONTIG	3724957_length_510_cvg_9.0_tip_0	510	unaligned
CONTIG	3724959_length_511_cvg_3.0_tip_1	511	unaligned
3078634	3079144	1	511	NW_015504249.1	3724961_length_511_cvg_42.0_tip_0	100.0		True
CONTIG	3724961_length_511_cvg_42.0_tip_0	511	correct
CONTIG	3724963_length_511_cvg_8.7_tip_0	511	unaligned
417121	417632	1	512	NW_015504249.1	3724965_length_512_cvg_47.2_tip_0	100.0		True
CONTIG	3724965_length_512_cvg_47.2_tip_0	512	correct
CONTIG	3724967_length_512_cvg_5.5_tip_1	512	unaligned
CONTIG	3724969_length_512_cvg_21.2_tip_0	512	unaligned
CONTIG	3724971_length_512_cvg_5.6_tip_0	512	unaligned
2809571	2810082	1	512	NW_015504249.1	3724973_length_512_cvg_38.6_tip_0	99.8		True
CONTIG	3724973_length_512_cvg_38.6_tip_0	512	correct
CONTIG	3724975_length_513_cvg_8.8_tip_0	513	unaligned
CONTIG	3724977_length_513_cvg_4.0_tip_1	513	unaligned
3033268	3033780	513	1	NW_015504249.1	3724979_length_513_cvg_47.2_tip_0	100.0		True
CONTIG	3724979_length_513_cvg_47.2_tip_0	513	correct
CONTIG	3724981_length_513_cvg_5.3_tip_1	513	unaligned
3145398	3145910	513	1	NW_015504249.1	3724983_length_513_cvg_42.0_tip_0	100.0		True
CONTIG	3724983_length_513_cvg_42.0_tip_0	513	correct
CONTIG	3724985_length_514_cvg_7.9_tip_1	514	unaligned
CONTIG	3724987_length_514_cvg_8.9_tip_0	514	unaligned
CONTIG	3724989_length_514_cvg_7.0_tip_0	514	unaligned
